scenario_id,failure_type,failure_name,Q_it_load_W,Q_it_load_kW,initial_temperature_C,failure_time_s,remaining_capacity,degradation_rate,peak_temperature_C,peak_time_s,avg_heating_rate_C_per_s,time_to_warning_s,time_to_critical_s,time_to_shutdown_s,time_to_damage_s,thermal_mass_kg,thermal_capacity_J_per_K
34,gradual,Gradual Degradation (rate=0.2),125000.0,125.0,25.146825933069106,5.0,0.1,0.22576213207780446,31.78731728648067,60.0,0.12063624030473877,-1,-1,-1,-1,852.4799999999999,856742.3999999999
35,intermittent,Intermittent (30% duty),56532.25806451613,56.53225806451613,26.409083855113376,5.0,0.3,0.0,28.98250327307644,60.0,0.04676440425461786,-1,-1,-1,-1,852.4799999999999,856742.3999999999
36,intermittent,Intermittent (50% duty),72500.0,72.5,29.508633502380643,5.0,0.5,0.0,31.624204897883693,60.0,0.038471915407621037,-1,-1,-1,-1,852.4799999999999,856742.3999999999
37,intermittent,Intermittent (70% duty),70806.45161290323,70.80645161290323,28.26965742460601,5.0,0.7,0.0,28.517595664201895,45.1,0.0044997865625386975,-1,-1,-1,-1,852.4799999999999,856742.3999999999
38,hybrid,Liquid Cooling Loss (90% loss),64032.25806451613,64.03225806451613,27.557627092392636,5.0,0.1,0.0,31.257219250680567,60.0,0.06720426517899716,-1,-1,-1,-1,852.4799999999999,856742.3999999999
39,instant,Complete CRAC Failure,59919.35483870968,59.91935483870968,18.921680733314155,2.0,0.0,0.0,22.97811913620509,60.0,0.06987840310231899,-1,-1,-1,-1,852.4799999999999,856742.3999999999
40,instant,Complete CRAC Failure,102983.87096774194,102.98387096774194,27.900969534837465,5.0,0.0,0.0,34.51218997250094,60.0,0.12009492972940937,-1,-1,-1,-1,852.4799999999999,856742.3999999999
41,instant,Complete CRAC Failure,54596.77419354839,54.596774193548384,25.7493712834196,10.0,0.0,0.0,28.935671655817302,60.0,0.06366240540535179,-1,-1,-1,-1,852.4799999999999,856742.3999999999
42,partial,Partial Cooling (25%),110725.80645161291,110.72580645161291,18.456423261789983,5.0,0.2260864662734554,0.0,23.95757631299304,60.0,0.09993020002814992,-1,-1,-1,-1,852.4799999999999,856742.3999999999
43,partial,Partial Cooling (50%),63548.3870967742,63.5483870967742,22.163681131632423,5.0,0.46380971628895157,0.0,24.35111980105358,60.0,0.039735521738157774,-1,-1,-1,-1,852.4799999999999,856742.3999999999
44,partial,Partial Cooling (75%),125725.80645161291,125.72580645161291,18.60447893469883,5.0,0.8208617249892017,0.0,20.050335485292297,60.0,0.02626444550047158,-1,-1,-1,-1,852.4799999999999,856742.3999999999
45,gradual,Gradual Degradation (rate=0.05),99354.83870967742,99.35483870967742,25.544800171769253,5.0,0.1,0.047474730680633855,29.248246817134145,60.0,0.0673009237120792,-1,-1,-1,-1,852.4799999999999,856742.3999999999
46,gradual,Gradual Degradation (rate=0.1),77580.64516129032,77.58064516129032,21.03938974364232,5.0,0.1,0.10469751129004626,24.74581192060004,60.0,0.06734090852470423,-1,-1,-1,-1,852.4799999999999,856742.3999999999
47,gradual,Gradual Degradation (rate=0.2),51693.54838709677,51.693548387096776,29.079115692015925,5.0,0.1,0.18689591800411295,31.77526790487644,60.0,0.04898125671271536,-1,-1,-1,-1,852.4799999999999,856742.3999999999
48,intermittent,Intermittent (30% duty),86532.25806451612,86.53225806451613,29.779711007124483,5.0,0.3,0.0,33.415765762800255,60.0,0.066081757352529,-1,-1,-1,-1,852.4799999999999,856742.3999999999
49,intermittent,Intermittent (50% duty),132500.0,132.5,29.802565994891488,5.0,0.5,0.0,34.44223396390814,60.0,0.08434484116947143,-1,-1,-1,-1,852.4799999999999,856742.3999999999
50,intermittent,Intermittent (70% duty),58225.8064516129,58.225806451612904,25.497849731666456,5.0,0.7,0.0,25.905620609078962,55.0,0.007400560388611847,-1,-1,-1,-1,852.4799999999999,856742.3999999999
51,hybrid,Liquid Cooling Loss (90% loss),88709.67741935483,88.70967741935483,19.025037617919132,5.0,0.1,0.0,24.150416089961688,60.0,0.09310413602292367,-1,-1,-1,-1,852.4799999999999,856742.3999999999
52,instant,Complete CRAC Failure,69838.70967741936,69.83870967741936,22.82466015689541,2.0,0.0,0.0,27.55262186547979,60.0,0.08144642821125539,-1,-1,-1,-1,852.4799999999999,856742.3999999999
53,instant,Complete CRAC Failure,152096.7741935484,152.09677419354838,28.301453445153406,5.0,0.0,0.0,38.065558990084895,60.0,0.17736808516059108,-1,-1,-1,-1,852.4799999999999,856742.3999999999
54,instant,Complete CRAC Failure,94032.25806451612,94.03225806451613,19.48714166806214,10.0,0.0,0.0,24.974919952912575,60.0,0.10964602815532776,-1,-1,-1,-1,852.4799999999999,856742.3999999999
55,partial,Partial Cooling (25%),94516.12903225806,94.51612903225806,22.31421481160881,5.0,0.26056920346132934,0.0,26.80079985738204,60.0,0.08150024835262258,-1,-1,-1,-1,852.4799999999999,856742.3999999999
56,partial,Partial Cooling (50%),67661.29032258064,67.66129032258064,19.370207579012536,5.0,0.5184156002635124,0.0,21.462031609566193,60.0,0.03799864988906609,-1,-1,-1,-1,852.4799999999999,856742.3999999999
57,partial,Partial Cooling (75%),139516.12903225806,139.51612903225805,27.943184588125973,5.0,0.7770923525341521,0.0,29.939650162287233,60.0,0.036266433449477775,-1,-1,-1,-1,852.4799999999999,856742.3999999999
58,gradual,Gradual Degradation (rate=0.05),55564.51612903226,55.564516129032256,21.427473609545114,5.0,0.1,0.054255784307372545,23.616417612711196,60.0,0.03977702544905964,-1,-1,-1,-1,852.4799999999999,856742.3999999999
59,gradual,Gradual Degradation (rate=0.1),120161.29032258065,120.16129032258065,18.265822993998842,5.0,0.1,0.10637438040495649,24.02515459764084,60.0,0.10463928613517495,-1,-1,-1,-1,852.4799999999999,856742.3999999999
60,gradual,Gradual Degradation (rate=0.2),159354.83870967742,159.35483870967744,25.533672611866248,5.0,0.1,0.1919887496181204,33.86880921825523,60.0,0.15142479796955782,-1,-1,-1,-1,852.4799999999999,856742.3999999999
61,intermittent,Intermittent (30% duty),118225.80645161291,118.22580645161291,23.14739513936534,5.0,0.3,0.0,28.94316757091776,60.0,0.10531165445521065,-1,-1,-1,-1,852.4799999999999,856742.3999999999
62,intermittent,Intermittent (50% duty),167580.64516129033,167.58064516129033,25.46568437513956,5.0,0.5,0.0,31.333748855947395,60.0,0.10667594533045688,-1,-1,-1,-1,852.4799999999999,856742.3999999999
63,intermittent,Intermittent (70% duty),160322.5806451613,160.3225806451613,20.66292409392308,5.0,0.7,0.0,20.66292409392308,0.0,2.579102489147369e-17,-1,-1,-1,-1,852.4799999999999,856742.3999999999
64,hybrid,Liquid Cooling Loss (90% loss),148225.8064516129,148.2258064516129,26.02398492793773,5.0,0.1,0.0,34.588025277072234,60.0,0.15556852687372408,-1,-1,-1,-1,852.4799999999999,856742.3999999999
65,instant,Complete CRAC Failure,169758.06451612903,169.75806451612902,22.973751735593204,2.0,0.0,0.0,34.46608294846402,60.0,0.1979731205671519,-1,-1,-1,-1,852.4799999999999,856742.3999999999
66,instant,Complete CRAC Failure,57016.12903225806,57.016129032258064,19.79047128097884,5.0,0.0,0.0,23.450716857738716,60.0,0.06648952432303626,-1,-1,-1,-1,852.4799999999999,856742.3999999999
67,instant,Complete CRAC Failure,74435.48387096774,74.43548387096774,25.57090932599208,10.0,0.0,0.0,29.91500898501644,60.0,0.08679528157915013,-1,-1,-1,-1,852.4799999999999,856742.3999999999
68,partial,Partial Cooling (25%),93548.3870967742,93.54838709677419,29.6711042461976,5.0,0.2629982749658435,0.0,34.09716437594945,60.0,0.08040078726318742,-1,-1,-1,-1,852.4799999999999,856742.3999999999
69,partial,Partial Cooling (50%),153790.32258064515,153.79032258064515,20.211259357493237,5.0,0.47520115264982465,0.0,25.392506545000312,60.0,0.09411900878530514,-1,-1,-1,-1,852.4799999999999,856742.3999999999
70,partial,Partial Cooling (75%),65241.93548387097,65.24193548387098,23.728721607166595,5.0,0.8001102321603857,0.0,24.56592336132256,60.0,0.015208031875139884,-1,-1,-1,-1,852.4799999999999,856742.3999999999
71,gradual,Gradual Degradation (rate=0.05),124758.06451612903,124.75806451612902,23.412421563628214,5.0,0.1,0.0505960951196269,28.190553972422986,60.0,0.08682901527894415,-1,-1,-1,-1,852.4799999999999,856742.3999999999
72,gradual,Gradual Degradation (rate=0.1),96451.6129032258,96.45161290322581,28.421848121625434,5.0,0.1,0.11719392191290137,33.13134231844532,60.0,0.0855635585771236,-1,-1,-1,-1,852.4799999999999,856742.3999999999
73,gradual,Gradual Degradation (rate=0.2),52903.22580645161,52.903225806451616,23.19234770517955,5.0,0.1,0.18225199121597682,25.944018863787896,60.0,0.04999001350341728,-1,-1,-1,-1,852.4799999999999,856742.3999999999
74,intermittent,Intermittent (30% duty),61612.903225806454,61.612903225806456,24.985301703033908,5.0,0.3,0.0,28.00574506708936,60.0,0.05488274283155743,-1,-1,-1,-1,852.4799999999999,856742.3999999999
75,intermittent,Intermittent (50% duty),73467.74193548388,73.46774193548387,21.556962444869583,5.0,0.5,0.0,22.414486076327115,45.1,0.015563042313203925,-1,-1,-1,-1,852.4799999999999,856742.3999999999
76,intermittent,Intermittent (70% duty),163709.67741935485,163.70967741935485,24.03753538654075,5.0,0.7,0.0,24.03753538654075,0.0,-2.579102489147369e-17,-1,-1,-1,-1,852.4799999999999,856742.3999999999
77,hybrid,Liquid Cooling Loss (90% loss),146290.32258064515,146.29032258064515,23.366436145790935,5.0,0.1,0.0,31.81864970262884,60.0,0.1535371576865664,-1,-1,-1,-1,852.4799999999999,856742.3999999999
78,instant,Complete CRAC Failure,104919.35483870968,104.91935483870968,29.715827892725947,2.0,0.0,0.0,36.81868932748486,60.0,0.12235773694606145,-1,-1,-1,-1,852.4799999999999,856742.3999999999
79,instant,Complete CRAC Failure,97419.35483870968,97.41935483870968,22.25238216623837,5.0,0.0,0.0,28.506379684127555,60.0,0.11360585805855328,-1,-1,-1,-1,852.4799999999999,856742.3999999999
80,instant,Complete CRAC Failure,161774.1935483871,161.7741935483871,26.349195078982202,10.0,0.0,0.0,35.79043399359464,60.0,0.18863632963762772,-1,-1,-1,-1,852.4799999999999,856742.3999999999
81,partial,Partial Cooling (25%),84354.83870967742,84.35483870967742,18.415673351206635,5.0,0.22582964815312365,0.0,22.608037301988254,60.0,0.07615562833478882,-1,-1,-1,-1,852.4799999999999,856742.3999999999
82,partial,Partial Cooling (50%),65000.0,65.0,24.132583932636535,5.0,0.5167938473868005,0.0,26.14889863776031,60.0,0.03662699710953273,-1,-1,-1,-1,852.4799999999999,856742.3999999999
83,partial,Partial Cooling (75%),70080.64516129032,70.08064516129032,24.515750343792696,5.0,0.7016501373389907,0.0,25.858009468981702,60.0,0.024382565455778597,-1,-1,-1,-1,852.4799999999999,856742.3999999999
84,gradual,Gradual Degradation (rate=0.05),103709.67741935483,103.70967741935483,26.446111581535906,5.0,0.1,0.043401331852631564,30.158627376885793,60.0,0.06746753797616524,-1,-1,-1,-1,852.4799999999999,856742.3999999999
85,gradual,Gradual Degradation (rate=0.1),130806.45161290323,130.80645161290323,25.849756892530248,5.0,0.1,0.08053479595520747,31.721470414259514,60.0,0.10668787335668684,-1,-1,-1,-1,852.4799999999999,856742.3999999999
86,gradual,Gradual Degradation (rate=0.2),144838.70967741936,144.83870967741936,23.990396034742584,5.0,0.1,0.23314307334396067,31.70613274189941,60.0,0.1401695863399953,-1,-1,-1,-1,852.4799999999999,856742.3999999999
87,intermittent,Intermittent (30% duty),106854.83870967742,106.85483870967742,27.143893804233535,5.0,0.3,0.0,32.38222808321565,60.0,0.09518276572447515,-1,-1,-1,-1,852.4799999999999,856742.3999999999
88,intermittent,Intermittent (50% duty),78306.45161290323,78.30645161290323,24.09040979027389,5.0,0.5,0.0,25.004413037037523,60.0,0.016588083133059924,-1,-1,-1,-1,852.4799999999999,856742.3999999999
89,intermittent,Intermittent (70% duty),147741.93548387097,147.74193548387098,27.703143499426467,5.0,0.7,0.0,28.220480848060557,45.1,0.009389062588640407,-1,-1,-1,-1,852.4799999999999,856742.3999999999
90,hybrid,Liquid Cooling Loss (90% loss),149435.48387096776,149.43548387096774,26.25585566966099,5.0,0.1,0.0,34.88978816865168,60.0,0.15683813875049213,-1,-1,-1,-1,852.4799999999999,856742.3999999999
91,instant,Complete CRAC Failure,60161.290322580644,60.16129032258064,22.55997154660573,2.0,0.0,0.0,26.632788496596213,60.0,0.07016054924341597,-1,-1,-1,-1,852.4799999999999,856742.3999999999
92,instant,Complete CRAC Failure,110000.0,110.0,28.642937448657797,5.0,0.0,0.0,35.70456929190764,60.0,0.12827679534700456,-1,-1,-1,-1,852.4799999999999,856742.3999999999
93,instant,Complete CRAC Failure,158145.16129032258,158.14516129032256,24.203866307980263,10.0,0.0,0.0,33.43331232903751,60.0,0.18440469875145077,-1,-1,-1,-1,852.4799999999999,856742.3999999999
94,partial,Partial Cooling (25%),52419.354838709674,52.41935483870967,19.77522089534502,5.0,0.23862360265816143,0.0,22.33736486751159,60.0,0.04654216201699076,-1,-1,-1,-1,852.4799999999999,856742.3999999999
95,partial,Partial Cooling (50%),107580.64516129032,107.58064516129032,22.339469719692595,5.0,0.45480717294710543,0.0,26.104744726281062,60.0,0.06839742251594674,-1,-1,-1,-1,852.4799999999999,856742.3999999999
96,partial,Partial Cooling (75%),117258.06451612903,117.25806451612902,24.393529874235966,5.0,0.7914165030892697,0.0,25.963658057424507,60.0,0.028521876489800334,-1,-1,-1,-1,852.4799999999999,856742.3999999999
97,gradual,Gradual Degradation (rate=0.05),78064.51612903226,78.06451612903226,21.698880519191334,5.0,0.1,0.05622349415572595,24.81685697976339,60.0,0.056658621541335816,-1,-1,-1,-1,852.4799999999999,856742.3999999999
98,gradual,Gradual Degradation (rate=0.1),139758.06451612903,139.75806451612902,18.3652070651678,5.0,0.1,0.10938988526218368,25.101158794308652,60.0,0.12238247631243737,-1,-1,-1,-1,852.4799999999999,856742.3999999999
99,gradual,Gradual Degradation (rate=0.2),88467.74193548388,88.46774193548387,29.261815884575693,5.0,0.1,0.16970237990004922,33.82563110723961,60.0,0.08291218589753488,-1,-1,-1,-1,852.4799999999999,856742.3999999999
100,intermittent,Intermittent (30% duty),122338.70967741935,122.33870967741935,21.827697638672625,5.0,0.3,0.0,27.396710675995177,60.0,0.10120059524046819,-1,-1,-1,-1,852.4799999999999,856742.3999999999
101,intermittent,Intermittent (50% duty),118467.74193548388,118.46774193548387,22.33225142300658,5.0,0.5,0.0,26.48056052959203,60.0,0.07541239482785855,-1,-1,-1,-1,852.4799999999999,856742.3999999999
102,intermittent,Intermittent (70% duty),57983.87096774194,57.983870967741936,19.785206085761644,5.0,0.7,0.0,19.988244644580526,45.0,0.0036849103233917158,-1,-1,-1,-1,852.4799999999999,856742.3999999999
103,hybrid,Liquid Cooling Loss (90% loss),89919.35483870968,89.91935483870968,27.333939000710807,5.0,0.1,0.0,32.52920741676898,60.0,0.09437370937102782,-1,-1,-1,-1,852.4799999999999,856742.3999999999
104,instant,Complete CRAC Failure,133225.8064516129,133.2258064516129,20.799005889854296,2.0,0.0,0.0,29.818166205329984,60.0,0.1553689378607819,-1,-1,-1,-1,852.4799999999999,856742.3999999999
105,instant,Complete CRAC Failure,134919.35483870967,134.91935483870967,20.018612455127652,5.0,0.0,0.0,28.679984459198945,60.0,0.1573365863399439,-1,-1,-1,-1,852.4799999999999,856742.3999999999
106,instant,Complete CRAC Failure,88951.6129032258,88.95161290322581,21.80258658511105,10.0,0.0,0.0,26.993856635640597,60.0,0.10372177590290485,-1,-1,-1,-1,852.4799999999999,856742.3999999999
107,partial,Partial Cooling (25%),165403.2258064516,165.40322580645162,23.1478396539305,5.0,0.266392689989575,0.0,30.937527541339637,60.0,0.1415021644810193,-1,-1,-1,-1,852.4799999999999,856742.3999999999
108,partial,Partial Cooling (50%),136129.03225806452,136.1290322580645,25.823810278421227,5.0,0.4598966884932613,0.0,30.543787624983395,60.0,0.08573989539096293,-1,-1,-1,-1,852.4799999999999,856742.3999999999
109,partial,Partial Cooling (75%),163467.74193548388,163.46774193548387,21.13238146670081,5.0,0.7021034807124786,0.0,24.25853227181348,60.0,0.05678752705981202,-1,-1,-1,-1,852.4799999999999,856742.3999999999
110,gradual,Gradual Degradation (rate=0.05),77096.7741935484,77.0967741935484,23.48955545789054,5.0,0.1,0.046650786739785476,26.341328342967405,60.0,0.05182414366657042,-1,-1,-1,-1,852.4799999999999,856742.3999999999
111,gradual,Gradual Degradation (rate=0.1),109758.06451612903,109.75806451612902,23.37162491619014,5.0,0.1,0.09617293992843134,28.520283482239552,60.0,0.09354617417394334,-1,-1,-1,-1,852.4799999999999,856742.3999999999
112,gradual,Gradual Degradation (rate=0.2),146048.38709677418,146.04838709677418,24.07097995980367,5.0,0.1,0.21798430358303028,31.8053980968883,60.0,0.14050978520052715,-1,-1,-1,-1,852.4799999999999,856742.3999999999
113,intermittent,Intermittent (30% duty),94758.06451612903,94.75806451612902,21.148456313072177,5.0,0.3,0.0,25.79377178849436,60.0,0.08440736139502437,-1,-1,-1,-1,852.4799999999999,856742.3999999999
114,intermittent,Intermittent (50% duty),105161.29032258064,105.16129032258064,29.56844986874256,5.0,0.5,0.0,31.40963223082003,60.0,0.033415287913068345,-1,-1,-1,-1,852.4799999999999,856742.3999999999
115,intermittent,Intermittent (70% duty),90161.29032258065,90.16129032258065,18.94508179007322,5.0,0.7,0.0,19.57650569797503,55.1,0.011459599054479248,-1,-1,-1,-1,852.4799999999999,856742.3999999999
116,hybrid,Liquid Cooling Loss (90% loss),153548.38709677418,153.54838709677418,25.757582685987344,5.0,0.1,0.0,34.62914692172632,60.0,0.16115479361763868,-1,-1,-1,-1,852.4799999999999,856742.3999999999
117,instant,Complete CRAC Failure,152580.64516129033,152.58064516129033,19.28933825052408,2.0,0.0,0.0,29.6187877646623,60.0,0.1779406920629499,-1,-1,-1,-1,852.4799999999999,856742.3999999999
118,instant,Complete CRAC Failure,125483.87096774194,125.48387096774194,24.287469681474697,5.0,0.0,0.0,32.34311499306795,60.0,0.14633336868178415,-1,-1,-1,-1,852.4799999999999,856742.3999999999
119,instant,Complete CRAC Failure,141693.5483870968,141.6935483870968,22.37923745182131,10.0,0.0,0.0,30.648557994173018,60.0,0.16522135324576756,-1,-1,-1,-1,852.4799999999999,856742.3999999999
120,partial,Partial Cooling (25%),159112.90322580645,159.11290322580646,25.16697915783994,5.0,0.26954865307502274,0.0,32.628186348847734,60.0,0.13553520863328128,-1,-1,-1,-1,852.4799999999999,856742.3999999999
121,partial,Partial Cooling (50%),113629.03225806452,113.62903225806451,19.209826932138068,5.0,0.5254708823261218,0.0,22.67132947700845,60.0,0.06287929408183553,-1,-1,-1,-1,852.4799999999999,856742.3999999999
122,partial,Partial Cooling (75%),113870.96774193548,113.87096774193549,23.373846602188173,5.0,0.7189794333244284,0.0,25.42814490899253,60.0,0.0373169825604948,-1,-1,-1,-1,852.4799999999999,856742.3999999999
123,gradual,Gradual Degradation (rate=0.05),54112.903225806454,54.112903225806456,28.701940068501862,5.0,0.1,0.051560701260958075,30.790614642151997,60.0,0.03795552624536964,-1,-1,-1,-1,852.4799999999999,856742.3999999999
124,gradual,Gradual Degradation (rate=0.1),144596.7741935484,144.59677419354838,23.717723617821342,5.0,0.1,0.08129075879532542,30.224888330690938,60.0,0.11823361709743406,-1,-1,-1,-1,852.4799999999999,856742.3999999999
125,gradual,Gradual Degradation (rate=0.2),132258.06451612903,132.25806451612902,18.02153477053951,5.0,0.1,0.20287031747830417,24.97816773104817,60.0,0.12638075498639736,-1,-1,-1,-1,852.4799999999999,856742.3999999999
126,intermittent,Intermittent (30% duty),147500.0,147.5,18.558669462974507,5.0,0.3,0.0,25.789548249014253,60.0,0.13138814835666124,-1,-1,-1,-1,852.4799999999999,856742.3999999999
127,intermittent,Intermittent (50% duty),110483.87096774194,110.48387096774194,29.843485807574183,5.0,0.5,0.0,31.777855990437832,55.1,0.03510653689407684,-1,-1,-1,-1,852.4799999999999,856742.3999999999
128,intermittent,Intermittent (70% duty),152822.5806451613,152.8225806451613,23.998102512277686,5.0,0.7,0.0,23.998102512277686,0.0,0.0,-1,-1,-1,-1,852.4799999999999,856742.3999999999
