Q_total_W,Q_total_kW,velocity_m_s,mass_flow_kg_s,volumetric_flow_m3_s,T_inlet_C,T_outlet_C,T_avg_C,T_max_C,T_sample_C,x_sample_m,y_sample_m,z_sample_m,delta_T_C,Q_computed_W,cooling_efficiency,reynolds_number,peclet_number
16180.523569742458,16.18052356974246,1.2344151512853367,35.66966021154109,29.625963630848084,18.0,18.05078600910724,17.916510629749734,19.032489134440382,18.196417202085915,8.907388738865919,4.589798573488223,2.6799151524768883,0.45136464314484215,16180.52356974242,0.9999999999999977,822943.4341902244,561097.7960387894
140051.83761616354,140.05183761616354,1.094296540269945,31.620792827640326,26.263116966478677,18.0,22.58040968389063,21.256557735483714,24.34323787183951,23.387004990693008,8.8253374821779,0.23468066388772524,2.3677334767250615,4.407070469872199,140051.8376161635,0.9999999999999998,729531.0268466299,497407.51830452046
85698.89687391266,85.69889687391266,2.910845208713183,84.11178315097612,69.86028500911638,18.0,17.67202741294753,17.372650735387044,20.7610928280015,16.8542058675084,0.06919475281540022,3.5129898208097634,1.1913997504434248,1.0138001003954287,85698.8968739126,0.9999999999999993,1940563.4724754554,1323111.4585059923
32322.015498672223,32.32201549867222,0.598040254477234,17.28097119337415,14.352966107453613,18.0,19.50573274494158,18.942306345415005,20.960850864259232,18.244121956136063,2.0924586465196757,1.4622283003079586,1.0578323916847958,1.8610765038336723,32322.01549867224,1.0,398693.50298482267,271836.47930783365
149486.99610435416,149.48699610435415,1.6214840328464,46.85440261312957,38.9156167883136,18.0,20.129297609469475,19.13547557549117,23.489706184934803,18.217206705426634,0.1570161115442903,7.074090527272215,2.753031316584352,3.1745849143351172,149486.99610435416,1.0,1080989.3552309333,737038.1967483637
138686.03714614676,138.68603714614676,1.4195825677002307,41.020257876265866,34.069981624805536,18.0,21.807308299776547,20.755278202338516,23.15294642109788,22.154073709715263,9.95664251209446,7.130989731352308,1.1141330824657614,3.3640953033033334,138686.03714614676,1.0,946388.3784668205,645264.8035001049
59416.820309761264,59.41682030976126,2.642274880348061,76.35117494253757,63.41459712835346,18.0,18.407267565229994,18.17492694054974,19.4511310026945,18.039510196444645,1.2800119030888546,7.8657890178055725,2.9622539188664514,0.7743327366352055,59416.820309761286,1.0,1761516.5868987073,1201034.036521846
136598.8696909165,136.5988696909165,0.9613453069243716,27.77903398888664,23.072287366184916,18.0,23.40524219891941,21.97967187543621,25.3623912254647,21.820682590415636,7.102269110257108,2.24216274215791,0.05921065475908416,4.8928725663632235,136598.86969091647,0.9999999999999998,640896.8712829144,436975.139511078
29857.4219509353,29.857421950935297,2.5812473880622417,74.58772452544653,61.9499373134938,18.0,17.86199938426783,17.74482669024087,19.093939499846567,17.81078301377515,4.6634453092757555,2.1594348763318383,2.706508287411038,0.3983078683809964,29857.421950935175,0.9999999999999959,1720831.5920414943,1173294.267301019
148018.67630562015,148.01867630562015,2.0107591990623055,58.10289781610438,48.25822077749533,18.0,20.73257947761748,20.010997403123557,21.74652040322752,19.875056197761943,2.645126443756628,1.6605108754342641,2.73408835209868,2.534852314025109,148018.6763056202,1.0,1340506.1327082037,913981.4541192299
129077.53812141964,129.07753812141965,2.799047446934759,80.88127502662678,67.17713872643421,18.0,19.734092237173588,19.276624677649526,20.36927194358926,18.914076840596795,3.977569935575316,5.0586460662745285,0.6738610107764673,1.5879492660391854,129077.53812141971,1.0,1866031.6312898393,1272294.294061254
118457.78830751931,118.45778830751931,1.5559242935172028,44.959988385473096,37.34218304441287,18.0,20.734189958808933,19.999161271906043,21.782841885197936,19.580851721253932,5.109921386006154,4.97630999671931,0.4409030654594467,2.6216298159725007,118457.78830751928,0.9999999999999998,1037282.8623448019,707238.3152350922
112289.34623452251,112.28934623452251,1.6722808752017098,48.3222281698286,40.13474100484103,18.0,19.73616058178249,19.10209104428198,21.813121245768574,18.854813230653065,5.727711587837325,4.92113581301205,0.414508402708447,2.312200761479609,112289.34623452245,0.9999999999999994,1114853.91680114,760127.6705462318
106443.47917370312,106.44347917370312,1.6850952558386263,48.692512512712945,40.44228614012703,18.0,19.68512471898147,19.041250934336123,21.535254554628906,19.44552760651381,8.152912322923903,3.8952613264232747,0.46305387586642344,2.175158030670989,106443.47917370306,0.9999999999999994,1123396.8372257508,765952.3890175574
77352.79870330094,77.35279870330095,2.850750732165473,82.3752931566535,68.41801757197135,18.0,18.909263302027178,18.624209882810007,19.333194288135548,18.818225392385074,5.1415512502700444,2.4597220867953675,2.56150862166355,0.9343573292344693,77352.798703301,1.0,1900500.488110315,1295795.7873479421
109362.77820539566,109.36277820539566,0.9725770590566307,28.103586698500397,23.341849417359136,18.0,22.30435850373392,21.15742780437609,23.853181235137026,21.764952753424133,8.828484862504634,2.257433591248108,0.12845029326618684,3.8720568285077555,109362.77820539562,0.9999999999999996,648384.7060377538,442080.4813893776
65750.9748734448,65.75097487344479,1.4032077745271025,40.54709185273516,33.676986588650465,18.0,19.176343039449893,18.672837285543505,20.696123424961414,18.56054632534381,3.3791893482912827,7.675838921712066,2.2339850245027804,1.613527693504711,65750.97487344475,0.9999999999999993,935471.849684735,637821.7156941375
84417.08938969988,84.41708938969988,1.5668193960953871,45.274813269572306,37.60366550628929,18.0,19.916293644300723,19.359997704802698,20.65840253712127,19.19902888474804,5.517889012229209,7.372949746699708,0.8755556458748704,1.8552722320513624,84417.0893896998,0.9999999999999991,1044546.2640635914,712190.6345888124
35046.50526529851,35.046505265298514,0.7627434940086404,22.04023600287367,18.305843856207368,18.0,19.393637970776968,18.94314774293354,20.403651082357186,18.33878721308083,0.15599012263138978,3.534920019010551,1.9759849777158371,1.5822037721392306,35046.505265298525,1.0,508495.66267242696,346701.58818574564
143916.1913194233,143.9161913194233,2.3069940915880123,66.6629012705272,55.367858198112295,18.0,19.979981926219754,19.351523136583072,21.175516114399606,18.844058833783016,5.054636341001107,5.4820778134794566,0.016743765630013563,2.148124183591399,143916.1913194232,0.9999999999999994,1537996.061058675,1048633.6779945511
83037.16607261891,83.03716607261892,2.5710519510776453,74.29311717833963,61.70524682586348,18.0,18.507279302750902,18.17361754760139,20.16184695760177,17.788064529659387,0.07208061988987158,2.3037913570593345,2.331002025477909,1.1121359418136123,83037.16607261881,0.9999999999999988,1714034.6340517635,1168659.9777625662
11095.251810388509,11.09525181038851,1.507858464289769,43.57107818411716,36.188603142954456,18.0,18.318618224258703,18.243041221795238,18.419970332241654,18.28499748091194,4.807207073980954,6.9133401982030644,2.7565435263690095,0.25338026995737195,11095.251810388494,0.9999999999999987,1005238.9761931793,685390.2110408042
23193.80726582307,23.19380726582307,2.8182013426101227,81.43474599606209,67.63683222264294,18.0,17.73221740930201,17.6425281716233,18.947936937325107,17.58636595176027,1.6081313236254169,7.72178729997544,2.505471096642454,0.2833976444279642,23193.807265822954,0.999999999999995,1878800.8950734152,1281000.6102773286
80639.50697443148,80.63950697443148,0.6109317278982439,17.653483209347655,14.662361469557855,18.0,22.655355368315533,21.307669998522172,24.47342865041903,21.78639030061903,3.8665054826580105,2.5644784230552924,2.74832258149182,4.545183205258748,80639.5069744315,1.0,407287.81859882927,277696.23995374725
73898.22628435222,73.89822628435222,2.710875383496113,78.33345508150367,65.0610092039067,18.0,18.512552189670487,18.246593298194348,19.74029591996316,18.44916386395328,8.805807875867139,6.886124577428182,0.7442615544747453,0.938686712347355,73898.22628435222,1.0,1807250.2556640753,1232216.083407324
79988.17779504042,79.98817779504041,2.3514604814945734,67.9478020732672,56.43505155586977,18.0,20.270443622283537,19.91079530220889,20.738981083294625,20.115640479038365,6.788486369570505,6.31907624316367,1.481817983956207,1.1713436525277245,79988.17779504035,0.9999999999999991,1567640.3209963823,1068845.6734066242
38274.17401565934,38.274174015659334,1.8687650229518886,53.999834103217765,44.85036055084532,18.0,18.04509306424767,17.846626429981118,19.647523479721723,18.055418751863197,8.058579002150857,1.2604258166928526,1.6636349086107614,0.7052568933205805,38274.17401565941,1.0,1245843.3486345925,849438.6467963131
132173.81943027343,132.17381943027343,2.674638689527835,77.28635957259631,64.19132854866804,18.0,19.58220190707649,19.077095300114532,20.501817233161347,18.91179263949835,4.681086615193774,0.7528952064229228,1.3145919553527488,1.7016746417657664,132173.81943027343,1.0,1783092.4596852234,1215744.8588762889
145645.52358451884,145.64552358451886,1.0835308885695558,31.309708556105885,26.00474132566934,18.0,22.799204511634567,21.459483705556117,24.650654757233344,22.075345640178377,6.4197283626646335,1.9507893646280072,1.5172199883076387,4.628625613996945,145645.52358451887,1.0,722353.9257130371,492514.04025888897
66116.11698440484,66.11611698440484,2.3876871997040583,68.99460932264847,57.304492792897406,18.0,19.07326934025807,18.794721089882586,19.454674100571214,18.866260302725834,6.885510337515445,5.164906767101341,0.7408197201453184,0.9535119007828676,66116.11698440496,1.0,1591791.466469372,1085312.3635018447
82158.65144044194,82.15865144044194,1.214132825488663,35.083582125320405,29.13918781172791,18.0,20.393465592168518,19.67428508461794,21.325524372697515,19.418270862545366,5.761282150957692,7.7352940055107,0.5924521182837897,2.3301469513225044,82158.65144044199,1.0,809421.8836591087,551878.5570403014
138157.2718311926,138.1572718311926,0.7774429903224258,22.464992648356816,18.65863176773822,18.0,23.404783027376137,21.50655877235356,27.281525510203263,23.660636640769013,7.146794082359758,3.91107447591219,1.9761281446434111,6.119295223991415,138157.27183119257,0.9999999999999998,518295.3268816172,353383.1774192845
62785.801710146196,62.785801710146195,1.3437942414076427,38.83027839971524,32.25106179378342,18.0,19.493159748950724,19.02303926260054,20.36816314310974,19.28930653285045,4.710044162960645,3.6158107878860184,2.4713737461971204,1.6088845383585273,62785.80171014625,1.0,895862.8276050952,610815.5642762013
108730.41706818496,108.73041706818496,2.749793175000194,79.45802358480559,65.99503620000465,18.0,19.491922026738393,19.09057191165899,20.03655913115425,18.272284455291576,0.9405304060142761,5.614757024336769,0.30343560514936674,1.3615927610396241,108730.41706818495,0.9999999999999999,1833195.4500001292,1249905.9886364518
84131.86783368266,84.13186783368266,2.206273232514114,63.752471326727836,52.95055758033874,18.0,19.58398627656723,19.179785997779934,20.109225845072874,19.801811325437612,7.367688501277508,2.892826262730325,2.740780427577336,1.3130989212641104,84131.86783368269,1.0,1470848.821676076,1002851.4693245974
16448.704296303502,16.4487042963035,2.8310706798690597,81.80661836549635,67.94569631685744,18.0,19.059229599393664,18.999185742517568,19.139256718341162,18.990098089745466,4.60509295342736,5.775588253480352,1.430039978447009,0.20006779736874947,16448.704296303593,1.0,1887380.4532460396,1286850.3090313908
16793.71148385203,16.79371148385203,2.3918325608422704,69.11439367809824,57.40398146021449,18.0,18.834812511651855,18.76321941850815,18.93152267456395,18.817635878947,9.072611791689853,5.837667023332291,0.40582045084325213,0.24177540728025093,16793.71148385205,1.0,1594555.0405615137,1087196.6185646683
48453.58034037204,48.45358034037204,1.9961983189938213,57.68214662564546,47.90875965585171,18.0,19.647714018105898,19.40138508024465,19.982046358852585,18.93432834645059,0.8691502233177772,0.6874596598883791,0.8543619189072194,0.8358308518667137,48453.580340372,0.9999999999999991,1330798.879329214,907362.8722699188
118018.5523955573,118.01855239555731,0.8599459698002991,24.84899874334944,20.638703275207178,18.0,22.69894285832229,21.364794691438725,24.64297686710512,20.866695079809215,4.125881094165436,3.684159380368305,1.2455774002154487,4.725799885594753,118018.55239555727,0.9999999999999998,573297.3132001994,390884.53172740876
50064.319130612785,50.06431913061279,1.0727595980704006,30.99846134584229,25.74623035368961,18.0,20.46984336773072,20.005698482132665,21.112652600876277,20.194185873326617,8.634568129971612,1.0601373631211937,0.23104050287122646,1.6070230828638898,50064.31913061276,0.9999999999999996,715173.0653802671,487617.9991229094
131080.3651275402,131.0803651275402,1.8486149096411524,53.41757642899074,44.36675783138766,18.0,20.259556412111557,19.547474573419436,21.600457436216466,18.850273130218575,1.3185862693743489,1.6668601670106309,2.0957421994274776,2.4416724368033442,131080.36512754022,1.0,1232409.939760768,840279.504382342
49744.79939624103,49.744799396241035,1.9383193997674004,56.0096773756788,46.51966559441761,18.0,19.103549615135837,18.836624695182238,19.45704076274651,18.77716937609647,6.1215136591243935,2.614151619877487,0.31903641658483484,0.8837278690266821,49744.799396241,0.9999999999999992,1292212.933178267,881054.2726215457
40480.62727026254,40.480627270262545,1.1883514434132703,34.33860330886986,28.520434641918488,18.0,18.33020998417001,17.984048535435722,20.48499347083724,17.541328354867712,0.795032787957447,5.126896605553397,1.6568196204440049,1.1730014395863542,40480.627270262536,0.9999999999999998,792234.2956088468,540159.7470060319
38038.220753999834,38.03822075399984,1.4780783812702059,42.71055290518387,35.47388115048494,18.0,18.413383803126106,18.133753180755587,19.713433480198713,18.493779355906355,8.40723851420975,2.9191821874700965,1.6621121532344962,0.8861738680520084,38038.22075399986,1.0,985385.5875134706,671853.8096682754
32664.916267566176,32.66491626756618,1.1777099703871559,34.031107304307255,28.265039289291742,18.0,19.34929523002444,19.06360616223264,19.73132692773791,19.572506740320765,8.879142633976628,1.9390939858952807,2.3839099455187864,0.9550792442836773,32664.91626756618,1.0,785139.9802581038,535322.7138123435
20047.770041274714,20.047770041274713,2.1474064686095597,62.051457316941836,51.53775524662943,18.0,17.51146379755778,17.411529710923222,19.260077658685926,17.41040678594621,4.0501893229057515,7.536888298396634,2.2142981011884624,0.3214756067682103,20047.770041274656,0.9999999999999971,1431604.3124063732,976093.8493679818
25042.32065428519,25.04232065428519,0.7740726942903439,22.367604574213775,18.577744662968254,18.0,19.845478162087545,19.501495908652117,20.291082105265968,19.409086545018994,6.948292773694168,0.26289342915281644,0.04120743769100421,1.1140098579460656,25042.32065428522,1.0,516048.4628602292,351851.224677429
86743.82943596145,86.74382943596146,2.835479371319839,81.93401191365808,68.05150491167615,18.0,19.279469286098568,18.96137305644705,19.700843834126022,19.47738452812773,9.719659319370123,2.143645829994174,1.5739125688436484,1.0534363700686313,86743.82943596138,0.9999999999999991,1890319.5808798927,1288854.2596908358
66515.60055500483,66.51560055500482,2.9001177515123255,83.80180254770015,69.60282603629581,18.0,19.087987307366046,18.877709811539717,19.40389782555084,19.241309618861607,9.311972939276341,3.4675760528662973,1.6574829180110657,0.78977629546198,66515.60055500474,0.9999999999999987,1933411.8343415505,1318235.3415965117
137079.27150266038,137.0792715026604,0.9537123571769208,27.558472272984304,22.8890965722461,18.0,22.878021123575298,21.37334015143036,25.000485091965675,22.2972810920225,5.871605855105738,4.9463749611783605,1.9149768975887924,4.949377589808741,137079.27150266044,1.0,635808.2381179471,433505.61689860036
99144.16488732053,99.14416488732053,0.9476598910748776,27.38358021249966,22.74383738579706,18.0,21.346925934675905,20.343681967611264,23.299211019230064,19.703190737937394,5.321144099798581,0.3552438902358874,0.6164128106122794,3.602557064127488,99144.16488732056,1.0,631773.260716585,430754.49594312615
111756.95490553851,111.75695490553852,2.6248877234515193,75.8487556568551,62.99730536283647,18.0,19.1974734030781,18.773153898058517,20.32113778652175,18.754959741293625,4.449392843079023,0.5434042669935666,2.0378559660011977,1.466087995666605,111756.9549055386,1.0,1749925.1489676794,1193130.7833870542
104999.08641159956,104.99908641159956,0.8225190610898604,23.767510789252604,19.74045746615665,18.0,22.315619333619356,20.9953321634183,24.2342480536906,19.90270177302979,3.515342047219905,5.038534017012268,0.7530725393673838,4.395778078045815,104999.08641159956,1.0,548346.0407265736,373872.30049539113
32835.16518272431,32.83516518272431,2.5456284799513575,73.55848055667443,61.09508351883258,18.0,18.65442602612669,18.528937931622032,18.832090414540975,18.34052856285655,2.9619444819478566,0.9313802682987768,0.4428059758314805,0.4441609710357177,32835.1651827243,0.9999999999999996,1697085.653300905,1157103.8545233444
115295.28905127701,115.29528905127701,0.6177663834007554,17.85097741474823,14.826393201618131,18.0,24.585592591795738,22.68200523641478,27.156245794309015,26.197722115326673,9.928938939108967,7.771317305660708,2.1134422931254444,6.426633006283197,115295.28905127704,1.0,411844.2556005036,280802.9015457979
142787.3598295459,142.7873598295459,1.206710177370423,34.86909728529574,28.961044256890148,18.0,22.28650199467549,21.12282077844468,23.916334551478567,23.902598362556596,9.972959467919468,0.8626351684824494,2.8666019026815084,4.074581392007694,142787.35982954587,0.9999999999999998,804473.4515802821,548504.626077465
120631.91825950447,120.63191825950447,2.233345846842081,64.53476159034877,53.60030032420994,18.0,20.64424098734073,20.076648414008165,21.38822303053244,19.691711051143393,2.187576948044355,5.35933341603416,1.8186024676631933,1.8599551079792676,120631.91825950438,0.9999999999999992,1488897.2312280538,1015157.2031100368
23527.68791795768,23.527687917957678,0.6597638333298462,19.064535727899234,15.834331999916307,18.0,20.24482891850773,19.87751236141377,20.736016012248015,19.963940054622974,5.439045822751818,1.8372474611818799,1.688528166868807,1.227967734350706,23527.687917957694,1.0,439842.5555532308,299892.6515135665
30335.44945441114,30.33544945441114,1.804343848710193,52.13831985232974,43.30425236904463,18.0,18.897085373114134,18.718441075911077,19.128658058277757,18.710220559791452,6.72603581885066,4.062833073916167,0.03715212569663495,0.578931712909057,30335.449454411097,0.9999999999999986,1202895.8991401286,820156.2948682696
70068.84615892527,70.06884615892527,1.2893975735624856,37.258432285661584,30.945541765499655,18.0,19.495298251714395,18.95250385361419,20.99572774098696,19.89290146420625,8.435480123219838,0.1282232452779768,2.794351100710026,1.8712608302922327,70068.8461589253,1.0,859598.3823749904,586089.8061647662
